axis_1	axis_2	id	name	party	info
11.446588674640022	-5.642437917940096	351	Laurent Furst	LR	LR
-4.314877635868806	0.11036976555299276	352	Laurent Garcia		
-7.4432167038627775	5.295931008441574	353	Laurent Pietraszewski	LREM	LREM
-9.440423223286093	-0.2938963400465207	354	Laurent Saint-Martin	LREM	LREM
-9.001198325536624	-0.5375325041990122	355	Laurianne Rossi	LREM	LREM
-9.789109715099707	-0.47949833852961854	356	Laëtitia Romeiro Dias	LREM	LREM
-8.181365322220369	0.4904174889261421	357	Liliana Tanguy	LREM	LREM
-11.65388129345069	0.9023607465431966	358	Lionel Causse	LREM	LREM
1.4680428681395568	-8.135632464164258	359	Lise Magnier	UDI	UDI
11.393515049352246	1.9527876554305468	360	Louis Aliot	Non Inscrits	Non Inscrits
-9.564028741852564	0.508124552611061	361	Loïc Dombreval	LREM	LREM
-6.693460503570052	-0.9547705158621652	362	Loïc Kervran	LREM	LREM
20.324575733844167	12.787067783763597	363	Loïc Prud'homme	FI	FI
12.852025072171143	4.882266987475424	364	Luc Carvounas	PS	PS
-4.922701804354587	1.853989464030954	366	Ludovic Mendès	LREM	LREM
16.332890035690614	1.1735248786849064	367	Ludovic Pajot	Non Inscrits	Non Inscrits
-1.2592772162305415	-0.9080519520653806	368	Lénaïck Adam	LREM	LREM
-0.512429926990826	0.6265869466046975	369	M'jid El Guerrab	UDI	UDI
6.28291306808048	-3.0978626142871555	370	Maina Sage	UDI	UDI
8.29533206362174	-3.2597424164313225	371	Mansour Kamardine	LR	LR
9.715655307295906	6.928307460832974	373	Manuéla Kéclard-Mondésir	Divers Gauche	Divers Gauche
-13.424973448478472	-2.572291845879981	374	Marc Delatte	LREM	LREM
-0.9935853614980772	9.208420530917909	375	Marc Fesneau	MODEM	MODEM
13.009404780046	-7.092699296816345	376	Marc Le Fur	LR	LR
-8.052360491814813	-1.4904241368097202	377	Marguerite Deprez-Audebert		
10.617932713948184	-5.948644898858722	378	Marianne Dubois	LR	LR
-10.531152972503856	2.2019544656520393	379	Marie Guévenoux	LREM	LREM
-10.852314228118969	-1.2706610732990289	380	Marie Lebec	LREM	LREM
-6.492685755032229	0.1787780993541787	382	Marie Tamarelle-Verhaeghe	LREM	LREM
-7.14462523581768	-2.713335567826621	383	Marie-Ange Magne	LREM	LREM
13.269979063054059	-7.793264984216822	384	Marie-Christine Dalloz	LR	LR
-15.210038986961662	0.38257861502648155	385	Marie-Christine Verdier-Jouclas	LREM	LREM
11.27145707139603	0.6066804510970422	386	Marie-France Lorho	Non Inscrits	Non Inscrits
14.300828366336008	9.301414747255643	387	Marie-George Buffet	Divers Gauche	Divers Gauche
16.985736121331392	3.1040238006892555	388	Marie-Noëlle Battistel	PS	PS
-7.81358323832955	-1.8031859188165158	389	Marie-Pierre Rixain	LREM	LREM
-3.421632315793751	1.0394892792232364	390	Marielle de Sarnez		
13.454564762471506	5.603010411712137	391	Marietta Karamanli	PS	PS
8.0670162330818	-2.5988146940934507	392	Marine Brenier	LR	LR
11.861732555774566	2.8292142556412285	393	Marine Le Pen	Non Inscrits	Non Inscrits
-14.746456312733756	-0.16934676688269296	394	Marion Lenne	LREM	LREM
-4.344499649467166	-0.16040055168546713	395	Marjolaine Meynier-Millefert	LREM	LREM
10.788921906084257	-3.8851427003714223	396	Martial Saddier	LR	LR
-8.31864817040902	-0.05668435508139582	397	Martine Leguille-Balloy	LREM	LREM
-6.542753872180543	3.0730034169940725	398	Martine Wonner	Libertés et Territoires	Libertés et Territoires
21.2713860543746	12.603851506078083	399	Mathilde Panot	FI	FI
-4.35253506690634	5.92157755781515	400	Matthieu Orphelin	Non Inscrits	Non Inscrits
-5.08833196469919	-0.9983695485069025	401	Maud Petit		
1.0488807712150905	-1.8345829042705248	403	Max Mathiasin		
13.664288128611927	-10.192933487173315	404	Maxime Minot	LR	LR
5.777104123313522	-3.600297609736152	405	Meyer Habib	UDI	UDI
14.112120284818623	0.3889711306648829	406	Michel Castellani	Libertés et Territoires	Libertés et Territoires
-6.158146357804387	-0.6220508576214543	407	Michel Delpon	LREM	LREM
-1.6718840373231898	-0.6190149782227118	408	Michel Fanget		
8.502176343742246	-3.5620298673303528	409	Michel Herbillon	LR	LR
22.424014780126434	13.009199353767563	410	Michel Larive	FI	FI
-9.000758955435707	-0.8826761148478002	411	Michel Lauzzana	LREM	LREM
11.663088941978643	-5.0644285983075585	412	Michel Vialay	LR	LR
5.504671124328891	-1.1871891100635594	413	Michel Zumkeller	UDI	UDI
-6.073386247263754	-0.9617485678788181	414	Michèle Crouzet		
-13.02235147137339	-0.8335239286835326	415	Michèle Peyron	LREM	LREM
8.712626016651075	-2.838848446814663	416	Michèle Tabarot	LR	LR
12.550555847692799	5.453810548216639	417	Michèle Victory	PS	PS
-11.723590028928463	-1.6796030873189838	418	Michèle de Vaucouleurs		
-7.566811271720911	-1.8649730183520787	419	Mickaël Nogal	LREM	LREM
-10.442418129621643	0.022279067200599273	420	Mireille Clapot	LREM	LREM
-13.292105067329272	-1.1392619829199386	421	Mireille Robert	LREM	LREM
14.910457019532304	7.1646140235492135	422	Moetai Brotherson	Divers Gauche	Divers Gauche
-4.933400139246272	0.05778005325141517	423	Mohamed Laqhila		
-10.813881467765446	1.234909458076004	424	Monica Michel	LREM	LREM
-5.178801717584348	-1.0919088767102165	425	Monique Iborra	LREM	LREM
-10.862864975851712	-4.034026886179614	426	Monique Limon	LREM	LREM
1.1878488552802227	-1.183281565626182	428	Mounir Mahjoubi	LREM	LREM
19.660807561403384	11.021124106040572	429	Muriel Ressiguier	FI	FI
-8.208239241866183	0.4055852783588407	431	Mustapha Laabid	LREM	LREM
-7.789344608348895	-1.069347725887887	432	Nadia Essayan		
-11.535138274212802	2.107962478976074	433	Nadia Hai	LREM	LREM
8.040606913210988	-1.9376163573979712	434	Nadia Ramassamy	LR	LR
-11.956012211273405	1.1905566038750055	436	Natalia Pouzyreff	LREM	LREM
11.830892558140539	-6.019665555150533	437	Nathalie Bassire	LR	LR
-7.148838502920633	-1.5296855219292036	438	Nathalie Elimas	MODEM	MODEM
-5.884290036065843	1.3699898829811885	440	Nathalie Sarles	LREM	LREM
-10.799237084688672	4.3358916360369575	442	Naïma Moutchou	LREM	LREM
15.8082660050452	7.451719075630973	443	Nicolas Dupont-Aignan	Non Inscrits	Non Inscrits
-10.401994446002398	0.9495770007965263	444	Nicolas Démoulin	LREM	LREM
8.693570662613572	-4.656098808167848	445	Nicolas Forissier	LR	LR
-6.99465337708613	-1.0067748605255513	447	Nicolas Turquois		
-14.63593063134174	0.9263393026831502	448	Nicole Dubré-Chirat	LREM	LREM
-8.852173214788456	-1.431591644926689	449	Nicole Le Peih	LREM	LREM
4.574597386758442	-1.6801615242955728	450	Nicole Sanquer	UDI	UDI
-10.631468164758878	0.0499697496317959	451	Nicole Trisse	LREM	LREM
-5.760315332059545	0.37788813013648676	452	Olga Givernet	LREM	LREM
-5.264289048625181	0.008535360060325953	453	Olivia Gregoire	LREM	LREM
